Facility Name,Registration No,License Number,Ownership,License Type,Establishment Year,Street,County,Licence Status,Facility Status,Valid Till
ALLIANCE MEDICAL CENTRE GARISSA LTD (Garissa),PPB/A/1837,BU202607838,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,POSTA ROAD,Garissa,VALID,ACTIVE,2026-12-31
ALLSCOPE HEALTH CENTER,PPB/A/2995,BU202601658,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,MAASAI,Nairobi,VALID,ACTIVE,2026-12-31
ALPHA HILL MEDICAL  CENTRE LIMITED (Nandi),PPB/A/1661,BU202606454,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,MOSOTIOT-KABIET ROAD,Nandi,VALID,ACTIVE,2026-12-31
ALPHA RICH HEALTHCARE,PPB/A/2910,BU202602248,PARTNERSHIP,HOSPITAL,2022,ELDORET ZIWA ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
ALRAHEEM MEDICAL CENTRE LIMITED-MANDERA,PPB/A/2098,BU202607391,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,WAJIR-MANDERA,,VALID,ACTIVE,2026-12-31
AMM ACUMEN HEALTHCARE LIMITED  (Meru),PPB/A/1121,BU202604881,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,NJURI NCHEKE STREET,Meru,VALID,ACTIVE,2026-12-31
AMOORE SPECIAL CLINIC LTD,PPB/A/3363,BU202605859,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,TAWAKAL STREET,,VALID,ACTIVE,2026-12-31
AMSHA MEDICAL SERVICES,PPB/A/3285,BU202607388,PARTNERSHIP,HOSPITAL,2024,KAPSABET/NABKOI ROAD,,VALID,ACTIVE,2026-12-31
AMURT HEALTHCARE CENTRE (Nairobi),PPB/A/362,BU202600942,SOLE PROPRIETOR,HOSPITAL,2002,WAIYAKI WAY,Nairobi,VALID,ACTIVE,2026-12-31
ANDERSON MEDICAL CENTRE (Trans Nzoia),PPB/A/2054,BU202603551,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KITALE-SUAM ROAD,Trans Nzoia,VALID,ACTIVE,2026-12-31
ANGEL MEDICAL CONSULTING LTD (Machakos),PPB/A/2072,BU202603226,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,MACHAKOS KITUIROAD,Machakos,VALID,ACTIVE,2026-12-31
ANISAA MEDICAL CARE LIMITED (Nairobi),PPB/A/2937,BU202607054,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,CALIFORNIA,Nairobi,VALID,ACTIVE,2026-12-31
ANK WOMEN CLINIC LIMITED,PPB/A/2100,BU202605287,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,4TH AVENUE NGONG ROAD,Nairobi,VALID,ACTIVE,2026-12-31
ANKARA MEDICAL CENTER LIMITED,PPB/A/3020,BU202605863,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,POSTA ROAD,Garissa,VALID,ACTIVE,2026-12-31
"ANNEX TULWAPMOI,HEALTHCARE",PPB/A/3203,BU202605861,PARTNERSHIP,HOSPITAL,2022,1KM OFF LONDIANI -MUHORONI ROAD,,VALID,ACTIVE,2026-12-31
ANSARI MEDICAL CLINIC/PHARMACY  (Mombasa),PPB/A/1986,BU202605416,SOLE PROPRIETOR,HOSPITAL,2015,MAGONGO-MIRITINI ROAD,Mombasa,VALID,ACTIVE,2026-12-31
ANTALIYA HOSPITAL LIMITED (Garissa),PPB/A/1805,BU202604219,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,SOUTH COUNTY HIGH ROAD,Garissa,VALID,ACTIVE,2026-12-31
APEX MOUNTAIN HOSPITAL LIMITED,PPB/A/3105,BU202606387,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,OFF ISIOLO MOYALE HIGHWAY,,VALID,ACTIVE,2026-12-31
APEX SPECIALIST AND DIAGNOSTIC CENTER (Kiambu),PPB/A/1843,BU202605862,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KENYATTA AVENUE,Kiambu,VALID,ACTIVE,2026-12-31
APOLLO MEDICARE- BURUBURU (Nairobi),PPB/A/316 A,BU202606076,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,OLPOGONI ROAD OFF MUMIAS ROAD,Nairobi,VALID,ACTIVE,2026-12-31
APOSTLES DISPENSARY (Kakamega),PPB/A/1802,BU202607618,SOLE PROPRIETOR,HOSPITAL,2003,BUTERE,Kakamega,VALID,ACTIVE,2026-12-31
APPEX HOSPITAL MALABA (Busia),PPB/A/2045,BU202601589,SOLE PROPRIETOR,HOSPITAL,2021,BUNGOMA MALABA,Busia,VALID,ACTIVE,2026-12-31
ARAM UBUNTU AFYA MEDICAL CENTRE,PPB/A/3064,BU202607744,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,LUANDA/KOTIENO ROAD,Siaya,VALID,ACTIVE,2026-12-31
ARAWA HOSPITAL LIMITED,PPB/A/3001,BU202605291,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,MWEMBELEGEZA,Mombasa,VALID,ACTIVE,2026-12-31
ARCHERS POST BARAKA CLINIC  (Samburu),PPB/A/3093,BU202606143,SOLE PROPRIETOR,HOSPITAL,2023,ISIOLO-MOYALE ROAD,Samburu,VALID,ACTIVE,2026-12-31
ARCHERS POST CATHOLIC HEALTH CENTRE,PPB/A/3024,BU202606211,PUBLIC COMPANY,HOSPITAL,2013,ISIOLO-MOYALE,Samburu,VALID,ACTIVE,2026-12-31
ASSISI NURSING HOME (Machakos),PPB/A/1999,BU202603093,PARTNERSHIP,HOSPITAL,2021,KASINA RD,Machakos,VALID,ACTIVE,2026-12-31
ASSOCIATED CENTRAL MEDICAL SERVICES,PPB/A/3082,BU202606388,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KENYATTA AVENUE,Mombasa,VALID,ACTIVE,2026-12-31
ASSUMPTION OF MARY ITHANGA CATHOLIC HOSPITAL (Murang'a),PPB/A/1995,BU202602626,PARTNERSHIP,HOSPITAL,2021,ITHANGA,Murang'a,VALID,ACTIVE,2026-12-31
ASTER HEALTHCARE LIMITED,PPB/A/3253,BU202605770,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,FOURTH PARKLANDS  AVENUE,,VALID,ACTIVE,2026-12-31
ASTER POINT HOSPITAL LIMITED,PPB/A/3200,BU202607517,SOLE PROPRIETOR,HOSPITAL,2023,KAYOLE SPINE ROAD,,VALID,ACTIVE,2026-12-31
ATHI RIVER MEDICAL SERVICES (Machakos),PPB/A/948,BU202606389,PRIVATE COMPANY (LIMITED),HOSPITAL,2001,MAKADAR KMC ROAD,Kajiado,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE - GREENSPAN (Nairobi),PPB/A/1540,BU202601602,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,SAVANNAH ROAD,Nairobi,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE - LANGATA (Nairobi),PPB/A/1913,BU202601607,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,MUHOHO AVENUE,Nairobi,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE BROADWALK,PPB/A/3315,BU202601597,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,OJIJO ROAD,,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE BURUBURU (Nairobi),PPB/A/193 D,BU202601598,PRIVATE COMPANY (LIMITED),HOSPITAL,2008,MUMIAS ROAD,Nairobi,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE ELDORET (Uasin Gishu),PPB/A/290,BU202601599,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,OGINGA ODINGA STREET,Uasin Gishu,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE EMBAKASI CLINIC (Nairobi),PPB/A/337,BU202601601,PRIVATE COMPANY (LIMITED),HOSPITAL,2007,NORTH AIRPORT ROAD,Nairobi,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE GARDEN CITY (Nairobi),PPB/A/1537,BU202601600,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,THIKA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE KAKAMEGA CLINIC,PPB/A/3128,BU202601604,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,SUDI ROAD,,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE KIKUYU CLINIC,PPB/A/3070,BU202601605,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,PCEA KIKUYU ROAD,Kiambu,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE KISUMU (Kisumu),PPB/A/313,BU202601606,PRIVATE COMPANY (LIMITED),HOSPITAL,2004,OGINGA ODINGA STREET,Kisumu,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE LTD TOWN CLINIC (Nairobi),PPB/A/193 C,BU202601609,PRIVATE COMPANY (LIMITED),HOSPITAL,1998,LOITA STREET,Nairobi,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE MOMBASA (Mombasa),PPB/A/193,BU202601608,PRIVATE COMPANY (LIMITED),HOSPITAL,2000,NYERERE AVENUE,Mombasa,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE NAKURU CLINIC (Nakuru),PPB/A/281,BU202601611,PRIVATE COMPANY (LIMITED),HOSPITAL,2010,KENYATTA AVENUE,Nakuru,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE ONGATA RONGAI (Kajiado),PPB/A/319 B,BU202601610,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,MAGADI ROAD,Kajiado,VALID,ACTIVE,2026-12-31
AVENUE HEALTHCARE THE JUCTION MALL,PPB/A/3111,BU202601603,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,NGONG ROAD,,VALID,ACTIVE,2026-12-31
AVENUE HOSPITAL PHARMACY KISUMU (Kisumu),PPB/A/193 B,BU202601577,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,KSM KAKAMEGA RD,Kisumu,VALID,ACTIVE,2026-12-31
AVENUE HOSPITAL THIKA (Kiambu),PPB/A/193 C,BU202601383,PRIVATE COMPANY (LIMITED),HOSPITAL,2001,KENYATTA ROAD,Kiambu,VALID,ACTIVE,2026-12-31
AVENUE HOSPITAL-FIRST PARKLANDS AVENUE (Nairobi),PPB/A/193D,BU202604654,PRIVATE COMPANY (LIMITED),HOSPITAL,1976,FIRST PARKLANDS OFF LIMURU ROAD,Nairobi,VALID,ACTIVE,2026-12-31
BANGAL NURSING HOME LIMITED (Tana River),PPB/B/7153,BU202605864,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,BANGAL-GARISSA ROAD,Tana River,VALID,ACTIVE,2026-12-31
BAOBAB MEDICAL CENTRE LTD (Kilifi),PPB/B/7199,BU202603968,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,NAIROBI/MSA HIGHWAY,Kilifi,VALID,ACTIVE,2026-12-31
BAPTIST MEDICAL CENTRE-CHWELE,PPB/B/7397,BU202606739,PARTNERSHIP,HOSPITAL,2020,CHWELE -TOLOSO ROAD,,VALID,ACTIVE,2026-12-31
BARICHO CATHOLIC HEALTH CENTRE (Kirinyaga),PPB/B/7103,BU202604882,PRIVATE COMPANY (LIMITED),HOSPITAL,2010,EMBU-MURANGA ROAD,Kirinyaga,VALID,ACTIVE,2026-12-31
BARIKA  MEDICAL CENTRE LIMITED (Nairobi),PPB/B/7177,BU202602613,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,5 ROSE AVENUE,Nairobi,VALID,ACTIVE,2026-12-31
BARIO MEDICAL CENTRE (Mandera),PPB/B/7163,BU202607707,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,ROAD BANISA,Mandera,VALID,ACTIVE,2026-12-31
BARIYOW  MEDICAL CENTRE LTD (Nairobi),PPB/B/7067,BU202606390,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,MUHOHO,Nairobi,VALID,ACTIVE,2026-12-31
BARNET MEMORIAL MEDICAL CENTRE (Baringo),PPB/B/6782,BU202601670,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,KABARNET STADIUM ROAD,Baringo,VALID,ACTIVE,2026-12-31
BAYLEAF HEALTH CENTRE (Mombasa),PPB/B/6844,BU202603057,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,LAMUMBA ROAD,Mombasa,VALID,ACTIVE,2026-12-31
BAYPHARM MEDICAL CENTRE,PPB/B/7231,BU202607878,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,HOMA BAY RONGO ROAD,Homa Bay,VALID,ACTIVE,2026-12-31
BEACON OF HOPE  (Kajiado),PPB/B/7132,BU202607936,PRIVATE COMPANY (LIMITED),HOSPITAL,2002,MAGANDI RD,Kajiado,VALID,ACTIVE,2026-12-31
BEGGS  NURSING HOME MATUNDA (Kakamega),PPB/B/7175,BU202603988,SOLE PROPRIETOR,HOSPITAL,2018,ELDORET KITALE ROAD,Kakamega,VALID,ACTIVE,2026-12-31
BENDITOS SANTOS HOSPITAL,PPB/B/7491,BU202601568,PARTNERSHIP,HOSPITAL,2015,MERU MAUA ROAD,,VALID,ACTIVE,2026-12-31
BENICE MEDICAL CENTED LTD-3D,PPB/B/7494,BU202606391,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,PHASE 3,,VALID,ACTIVE,2026-12-31
BENICE MEDICAL CENTER,PPB/B/7265,BU202606392,SOLE PROPRIETOR,HOSPITAL,2022,OLD NAMANGA ROAD,Kajiado,VALID,ACTIVE,2026-12-31
BENMAC HEALTH CLINIC  (Nakuru),PPB/B/269,BU202605865,SOLE PROPRIETOR,HOSPITAL,2013,MAU ROAD,Nakuru,VALID,ACTIVE,2026-12-31
BENTA & LEON HEALTHCARE LTD (Nakuru),PPB/B/631,BU202605494,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,MBARIA KAMU ST.,Nakuru,VALID,ACTIVE,2026-12-31
BESHARA STREET NURSING HOME (Marsabit),PPB/B/300,BU202605866,PARTNERSHIP,HOSPITAL,2012,ISIOLO-MOYALE HIGHWAY,Marsabit,VALID,ACTIVE,2026-12-31
BETHEL AFYA CLINIC,PPB/B/7400,BU202607059,SOLE PROPRIETOR,HOSPITAL,2022,BABA DOGO ROAD,,VALID,ACTIVE,2026-12-31
BETHESDA  HEALTHCARE  SERVICES  KOBUJOI (Nandi),PPB/B/6985,BU202603103,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,KOBUJOI,Nandi,VALID,ACTIVE,2026-12-31
BETHESDA HEALTH CARE SERVICES COMPANY LIMITED (Nandi),PPB/B/7140,BU202602623,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KOITALEL SAMOEI ROAD,Nandi,VALID,ACTIVE,2026-12-31
BETTER LIVING HOSPITAL LIMITED (Nairobi),PPB/B/6815,BU202606398,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,JAKAYA KIKWETE,Nairobi,VALID,ACTIVE,2026-12-31
BEYONDSCOPE HOSPITAL (Mombasa),PPB/B/7018,BU202605836,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,OLD MALINDI ROAD,Mombasa,VALID,ACTIVE,2026-12-31
BIBLE FAITH CHURCH MEDICAL SERVICES (West Pokot),PPB/B/7135,BU202607810,PARTNERSHIP,HOSPITAL,2021,BENDERA/KAPENGURIA,West Pokot,VALID,ACTIVE,2026-12-31
BIN LIBAN HEALTHCARE LIMITED,PPB/B/7425,BU202601664,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,ALONG GENERAL WARUINGE,,VALID,ACTIVE,2026-12-31
BLESSED TALBOT MEDICAL CENTRE LTD,PPB/B/7258,BU202605837,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KIRIGUINI,Kiambu,VALID,ACTIVE,2026-12-31
BLISS GVS HEALTHCARE LIMITED-MTWAPA (Kilifi),PPB/B/6798,BU202607811,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,MOMBASA-MALINDI ROAD,Kilifi,VALID,ACTIVE,2026-12-31
BLISSFAM HOSPITAL (Kilifi),PPB/B/6958,BU202603974,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,MTWAPA,Kilifi,VALID,ACTIVE,2026-12-31
BLOOM SURGICAL CENTRE LTD (Kisumu),PPB/B/7162,BU202605838,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,NAIROBI HIGHWAY,Kisumu,VALID,ACTIVE,2026-12-31
BLUE RAY MEDICAL CENTRE LIMITED (Kisumu),PPB/B/7296,BU202607418,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,NYAMASARIA,Kisumu,VALID,ACTIVE,2026-12-31
BLUE-IVORY HEALTHCARE LIMITED,PPB/B/7280,BU202605147,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,EQUITY BANK STREET,Turkana,VALID,ACTIVE,2026-12-31
BLUENILE MKOROSHONI MEDICAL CENTRE LTD (Kilifi),PPB/B/7513,BU202605867,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,MOMBASA/MALINDI HIGHWAY,Kilifi,VALID,ACTIVE,2026-12-31
BLUEPEAK MEDICAL CENTRE,PPB/B/7299,BU202603232,PARTNERSHIP,HOSPITAL,2022,KISUMU KAKAMEGA ROAD,Kisumu,VALID,ACTIVE,2026-12-31
BODYKRAFT HEALTHCARE LIMITED,PPB/B/7373,BU202606399,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,3RD PARKLANDS AVENUE,Nairobi,VALID,ACTIVE,2026-12-31
BOMU HOSPITAL (Mombasa),PPB/B/103,BU202605670,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,SOWETO RD,Mombasa,VALID,ACTIVE,2026-12-31
BOMU MEDICAL CENTRE - BOMBOLULU,PPB/B/7553,BU202600124,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,MOMBASA-MALINDI ROAD,,VALID,ACTIVE,2026-12-31
BOMU MEDICAL CENTRE LIKONI (Mombasa),PPB/B/6944,BU202601098,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,LUNGA LUNGA ROAD,Mombasa,VALID,ACTIVE,2026-12-31
BONDO MEDICAL CENTER  (Siaya),PPB/B/7182,BU202603087,PRIVATE COMPANY (LIMITED),HOSPITAL,2000,BONDO - SIAYA ROAD,Siaya,VALID,ACTIVE,2026-12-31
BOOM MEDICAL SERVICES  (Vihiga),PPB/B/7142,BU202603065,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,GISIMBAI,Vihiga,VALID,ACTIVE,2026-12-31
BOSH MEDICAL CENTRE LIMITED,None,BU202605868,PRIVATE COMPANY (LIMITED),HOSPITAL,,,,VALID,ACTIVE,2026-12-31
BOSONGO MEDICAL CENTRE (Kisii),PPB/B/7152,BU202603735,PRIVATE COMPANY (LIMITED),HOSPITAL,1996,KISII-KISUMU-MIGORI,Kisii,VALID,ACTIVE,2026-12-31
BRASE CLINIC (Migori),PPB/B/6816,BU202601660,SOLE PROPRIETOR,HOSPITAL,2010,MIGORI-ISIBANIA HIGHWAY,Migori,VALID,ACTIVE,2026-12-31
BRIAN JAKE MEMORIAL HOSPITAL LIMITED (Migori),None,BU202601026,PRIVATE COMPANY (LIMITED),HOSPITAL,,,Migori,VALID,ACTIVE,2026-12-31
BRISTOL PARK HOSPITAL - TASSIA (Nairobi),PPB/B/6740,BU202603063,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,FEDHA ROAD JUNCTION,Nairobi,VALID,ACTIVE,2026-12-31
BRISTOL PARK HOSPITAL -FEDHA (Nairobi),PPB/B/7093,BU202607818,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,OUTERING ROAD,Nairobi,VALID,ACTIVE,2026-12-31
BRISTOL PARK HOSPITAL LIMITED-MACHAKOS 2 (Machakos),PPB/B/7008,BU202601584,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,KANGUNDO ROAD,Machakos,VALID,ACTIVE,2026-12-31
BRISTOL PARK HOSPITAL- UTAWALA (Nairobi),PPB/B/6744,BU202601685,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,EASTERN BYPASS,Nairobi,VALID,ACTIVE,2026-12-31
BROTHER ANDRE MEDICAL CENTRE (Nairobi),PPB/B/6869,BU202601351,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,JOHN OSOGO ROAD,Nairobi,VALID,ACTIVE,2026-12-31
BROWNS MEMORIAL MEDICAL CENTER (Trans Nzoia),PPB/B/7112,BU202604816,PARTNERSHIP,HOSPITAL,2017,KITALE WEBUYE ROAD,Trans Nzoia,VALID,ACTIVE,2026-12-31
BRUVAN MEDICAL CENTRE LIMITED (Nyamira),PPB/B/6746,BU202606644,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,IKONGE -KERICHO ROAD,Nyamira,VALID,ACTIVE,2026-12-31
BUJUKHALIFA HEALTH CARE LIMITED (Mandera),PPB/B/7421,BU202606383,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,ELWAK-MANDERA ROAD,Mandera,VALID,ACTIVE,2026-12-31
BULALE MEDICAL AND PHARMACY (Nairobi),PPB/B/7009,BU202606074,SOLE PROPRIETOR,HOSPITAL,2018,MUINAMI STREET,Nairobi,VALID,ACTIVE,2026-12-31
BUNGOMA CHILDREN'S CLINIC,PPB/B/7249,BU202607548,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,MOI AVENUE,Bungoma,VALID,ACTIVE,2026-12-31
BUNGOMA COUNTY REFERAL HOSPITAL (Bungoma),15828,BU202605839,MINISTRY OF HEALTH,HOSPITAL,2016,,Bungoma,VALID,ACTIVE,2026-12-31
BURA TANA NURSING HOME LIMITED (Tana River),PPB/B/7171,BU202605869,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,POSTA ROAD,Tana River,VALID,ACTIVE,2026-12-31
BUSIA CHILDRENS\' SPECIALIST HOSPITAL (Busia),PPB/B/6904,BU202607080,SOLE PROPRIETOR,HOSPITAL,2018,BUSIA-KISUMU ROAD,Busia,VALID,ACTIVE,2026-12-31
BUTE NURSING HOME LIMITED (Wajir),PPB/B/7111,BU202604808,PARTNERSHIP,HOSPITAL,2016,MOYALE-BUTE ROAD,Wajir,VALID,ACTIVE,2026-12-31
BUTULA MISSION HEALTH CENTER,PPB/B/7257,BU202601689,PRIVATE COMPANY (LIMITED),HOSPITAL,2005,BUMALA - MAYONI ROAD,Busia,VALID,ACTIVE,2026-12-31
CAFRIC CENTRE LTD,PPB/C/9179,BU202607393,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,VICTORIA STREET,Murang'a,VALID,ACTIVE,2026-12-31
CAIRO FAMILY HOSPITAL RUIRU,PPB/C/9438,BU202607061,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,THOME ROAD,,VALID,ACTIVE,2026-12-31
CAJWA PHARMACEUTICAL AND MEDICAL CENTER LTD,PPB/C/9188,BU202605870,PARTNERSHIP,HOSPITAL,2022,BARCUBA,Nairobi,VALID,ACTIVE,2026-12-31
CANCER CARE KENYA LIMITED (Nairobi),PPB/C/1537,BU202603060,PRIVATE COMPANY (LIMITED),HOSPITAL,2007,UPPERHILL ROAD,Nairobi,VALID,ACTIVE,2026-12-31
CARE HOSPITAL LIMITED -NASRA BRANCH,PPB/C/9416,BU202604883,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,SPINE ROAD KAYOLE,,VALID,ACTIVE,2026-12-31
CARE HOSPITAL LTD (Nairobi),PPB/C,BU202604127,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,,Nairobi,VALID,ACTIVE,2026-12-31
CAREMARK HOSPITAL (Nairobi),PPB/C/9162,BU202604884,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,LIKONI ROAD NAIROBI,Nairobi,VALID,ACTIVE,2026-12-31
CARETECH MEDICAL LIMITED (Kiambu),PPB/C/9149,BU202605871,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,KUGERIA ROAD,Kiambu,VALID,ACTIVE,2026-12-31
CARITAS COMMUNITY HOSPITAL (Kiambu),PPB/C/1528,BU202605669,PARTNERSHIP,HOSPITAL,2012,BISHOP OKOYE,Kiambu,VALID,ACTIVE,2026-12-31
CENTRES FOR COMMUNITY HEALTHCARE ACCESS,PPB/C/9261,BU202604263,SOLE PROPRIETOR,HOSPITAL,2018,BABA DOGO ROAD,Nairobi,VALID,ACTIVE,2026-12-31
CENTRUMBERLINER MEDICAL CENTRE,PPB/C/9211,BU202604885,PARTNERSHIP,HOSPITAL,2022,KISERIAN - MAGADI ROAD,,VALID,ACTIVE,2026-12-31
CHAISMA COMMUNITY MEDICAL CENTRE CLINIC (Nakuru),PPB/C/9447,BU202606381,PARTNERSHIP,HOSPITAL,2022,LANGALANGA POLICE LINE POST,Nakuru,VALID,ACTIVE,2026-12-31
CHALIANA MEDICAL CENTRE (Mombasa),PPB/C/1601,BU202607583,SOLE PROPRIETOR,HOSPITAL,2017,DIGO ROAD,Mombasa,VALID,ACTIVE,2026-12-31
CHARITY MEDICAL HOSPITAL LIMITED (Laikipia),PPB/C/1390,BU202600163,PRIVATE COMPANY (LIMITED),HOSPITAL,2002,KOINANGE,Laikipia,VALID,ACTIVE,2026-12-31
CHEPSOO MEDICAL CENTRE LIMITED.  (Nandi),PPB/C/1422,BU202606400,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,TINDERET ROAD,Nandi,VALID,ACTIVE,2026-12-31
CHIRON MEDICAL DIAGNOSTIC AND IMAGING HOSPITAL LIMITED,PPB/C/9265,BU202607282,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,KTRH KMTC ROAD,,VALID,ACTIVE,2026-12-31
CHOMBA GITAU NEEMA MEDICAL CENTRE,PPB/C/9356,BU202605735,SOLE PROPRIETOR,HOSPITAL,2023,KIBICHOI,,VALID,ACTIVE,2026-12-31
CHRISTIAN COMMUNITY SERVICE MAUA MEDICAL CENTRE (Meru),PPB/C/1567,BU202607745,PRIVATE COMPANY (LIMITED),HOSPITAL,2004,AMWATHI -MERU ROAD,Meru,VALID,ACTIVE,2026-12-31
CHRISTIAN MISSION INTERNATIONAL SAMBOCHO HEALTH CENTRE,PPB/C/9200,BU202604886,SOLE PROPRIETOR,HOSPITAL,2017,SAMBOCHO MAKUNGA ROAD,Bungoma,VALID,ACTIVE,2026-12-31
CHRISTIAN SON MEDICAL CLINIC,PPB/C/9378,BU202605872,SOLE PROPRIETOR,HOSPITAL,2020,MAKONGENI DISPENSARY,,VALID,ACTIVE,2026-12-31
CITIMED FAMILY HEALTH CLINIC LTD,PPB/C/9429,BU202604887,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,8 ROAD,,VALID,ACTIVE,2026-12-31
CITY GATE DOCTORS PLAZA -KITUI (Kitui),PPB/C/1493,BU202603684,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,KIEMBENI STREET,Kitui,VALID,ACTIVE,2026-12-31
CITY HEALTH LIMITED (Nairobi),PPB/C/1423,BU202601706,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,TONM MBOYA STREET,Nairobi,VALID,ACTIVE,2026-12-31
CITYHEALTH LTD-MOMBASA.,PPB/C/9294,BU202606375,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,NKURUMAH MWENYE ABOUD ROAD,Mombasa,VALID,ACTIVE,2026-12-31
CITYSTAR HOSPITAL LIMITED,PPB/C/9367,BU202607065,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,OLESHAPARA ROAD,,VALID,ACTIVE,2026-12-31
CKS DIALYSIS CENTRE LTD-KIMUKA',PPB/C/9516,BU202607949,SOLE PROPRIETOR,HOSPITAL,2026,KIMUKA RD,,VALID,ACTIVE,2026-12-31
CLAMCARE MEDICAL  CENTRE,PPB/C/9508,BU202604794,PRIVATE COMPANY (LIMITED),HOSPITAL,2025,BIASHARA STREET,,VALID,ACTIVE,2026-12-31
