Facility Name,Registration No,License Number,Ownership,License Type,Establishment Year,Street,County,Licence Status,Facility Status,Valid Till
NADIRA MEDICAL CENTRE LIMITED,PPB/N/1696,BU202607622,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,JOHN OSOGO ROAD / 9TH STREET,,VALID,ACTIVE,2026-12-31
NAIROBI ADVENTIST HOSPITAL (Nairobi),PPB/N/1099,BU202604044,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,RED HILL ROAD OPPOSITE ROSSLYN HEIGHTS E,Nairobi,VALID,ACTIVE,2026-12-31
NAIROBI EAST HOSPITAL LIMITED (Nairobi),PPB/N/633,BU202602612,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,GENERAL WARUINGE STREET,Nairobi,VALID,ACTIVE,2026-12-31
NAIROBI HOMES NURSING HOME LTD (Mombasa),PPB/N/989,BU202605687,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,FELIX MANDAL ROAD,Mombasa,VALID,ACTIVE,2026-12-31
NAIROBI OUTPATIENT GULF LIMITED,PPB/N/1269,BU202605118,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KOINANGE STREET,Nairobi,VALID,ACTIVE,2026-12-31
NAIROBI RAKUSEI MENTAL HEALTH LIMITED (Nairobi),PPB/N/1239,BU202605989,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KAREN FANA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
NAIROBI SKIN CENTRE LIMITED,PPB/N/1787,BU202607498,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,HOSPITAL ROAD,,VALID,ACTIVE,2026-12-31
NAIROBI WEST HOSPITAL UTAWALA CLINIC (Nairobi),PPB/N/1101,BU202607402,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,UTAWALA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
NAIROBI WOMEN'S HOSPITAL MERU BRANCH (Meru),PPB/N/1078,BU202603549,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,MERU-MAUA ROAD,Meru,VALID,ACTIVE,2026-12-31
NAIROBI WOMEN'S HOSPITAL- MOMBASA BRANCH (Mombasa),PPB/N/1076,BU202606465,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,MOI AVENUE,Mombasa,VALID,ACTIVE,2026-12-31
NAIROBI WOMENS HOSPITAL - ADAMS  (Nairobi),PPB/N/352 E,BU202605695,PRIVATE COMPANY (LIMITED),HOSPITAL,2008,NGONG ROAD KILIMANI JUCTION,Nairobi,VALID,ACTIVE,2026-12-31
NAIROBI WOMENS HOSPITAL -KITENGELA (Kajiado),PPB/N/352 D,BU202605842,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,NAMANGA ROAD,Kajiado,VALID,ACTIVE,2026-12-31
NAIROBI WOMENS HOSPITAL-HURLINGHAM (Nairobi),PPB/N/352 C,BU202602246,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,ARGWING KODHEK ROAD,Nairobi,VALID,ACTIVE,2026-12-31
NAKURU PROVINCIAL GENERAL HOSPITAL (PGH) (Nakuru),15288,BU202605991,MINISTRY OF HEALTH,HOSPITAL,2016,,Nakuru,VALID,ACTIVE,2026-12-31
NAKWAMORU HEALTH CENTRE,PPB/N/1248,BU202601687,PRIVATE COMPANY (LIMITED),HOSPITAL,1973,KITALE-LODWAR-KALEMUNGOROK-NAKWAMORU,Turkana,VALID,ACTIVE,2026-12-31
NAMORUPUTH PAG HELATH CENTRE (Turkana),PPB/N/1216,BU202601678,PUBLIC COMPANY,HOSPITAL,1984,UG-LDR ROAD,Turkana,VALID,ACTIVE,2026-12-31
NANYUKI COTTAGE HOSPITAL (Laikipia),PPB/N/906,BU202600131,PRIVATE COMPANY (LIMITED),HOSPITAL,2006,OFF NANYUKI-NAIROBI ROAD,Laikipia,VALID,ACTIVE,2026-12-31
NANYUKI COTTAGE HOSPITAL-TOWN,PPB/N/1580,BU202603094,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,NANYUKI NYERI ROAD,Laikipia,VALID,ACTIVE,2026-12-31
NARAMATISHO MEDICAL CLINIC PHARMACY (Kajiado),PPB/N/1159,BU202602230,SOLE PROPRIETOR,HOSPITAL,2021,KIMANA- LOITOKTOK RD,Kajiado,VALID,ACTIVE,2026-12-31
NAROMORU CATHOLIC DISPENSARY,PPB/N/1491,BU202601679,PRIVATE COMPANY (LIMITED),HOSPITAL,1985,MUNG'ETHO,Nyeri,VALID,ACTIVE,2026-12-31
NASSI HOSPITALS  (Busia),PPB/N/1085,BU202603069,PARTNERSHIP,HOSPITAL,2019,BUMALA  FUNYULA,Busia,VALID,ACTIVE,2026-12-31
NAZARETH HOSPITALL (Kiambu),PPB/N/1163,BU202606459,PARTNERSHIP,HOSPITAL,2004,LIMURU ROAD,Kiambu,VALID,ACTIVE,2026-12-31
NDEGE NURSING HOME LIMITED (Wajir),PPB/N/1181,BU202605601,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,OLD HOSPITAL,Wajir,VALID,ACTIVE,2026-12-31
NDONYO HEALTHCARE LIMITED (Nakuru),PPB/N/1198,BU202605959,PARTNERSHIP,HOSPITAL,2021,MOI AVENUE,Nakuru,VALID,ACTIVE,2026-12-31
NEEMA SATIMA MEDICAL CENTRE LIMITE,PPB/N/1544,BU202606417,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,BUFFALO STREET,Laikipia,VALID,ACTIVE,2026-12-31
NEEMA UNIVERSAL HEALTH CARE LIMITED-EMBU TOWN,PPB/N/1645,BU202602233,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,KUBUKUBU,,VALID,ACTIVE,2026-12-31
NEEMA UNIVERSAL HEALTHCARE LIMITED (Machakos),PPB/N/1164,BU202605117,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,THIKA-GARISSA HIGHWAY,Machakos,VALID,ACTIVE,2026-12-31
NEEMADAYA HOSPITAL LTD (Kitui),PPB/T/5350,BU202604597,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,MUSA ROAD,Kitui,VALID,ACTIVE,2026-12-31
NELION HEALTHCARE LIMITED (Nyeri),PPB/N/1100,BU202605600,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,BADEN POWELL,Nyeri,VALID,ACTIVE,2026-12-31
NEOGLOBAL MEDICARE LIMITED-NURSING HOME,PPB/N/1310,BU202601710,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,URIRI,Migori,VALID,ACTIVE,2026-12-31
NEPTUNE HEALTHCARE LTD (Nyamira),PPB/N/1611,BU202606149,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,SOTIK/KEROKA HIGHWAY,Nyamira,VALID,ACTIVE,2026-12-31
NEW DEGREE MEDICAL CENTRE (Kirinyaga),PPB/N/1175,BU202607934,SOLE PROPRIETOR,HOSPITAL,2017,MUTITHI STREET,Kirinyaga,VALID,ACTIVE,2026-12-31
NG'IYA HEALTH CENTRE  (Siaya),PPB/N/1224,BU202606418,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,MASENO HIGHWAY,Siaya,VALID,ACTIVE,2026-12-31
NGOO SYA WENDO HEALTHCARE CENTRE,PPB/N/1702,BU202603231,PARTNERSHIP,HOSPITAL,2024,ALONG KANGUNDO - MWALA ROAD,,VALID,ACTIVE,2026-12-31
NGUMBA MEDICAL AND LABORATORY SERVICES (Nairobi),PPB/N/1204,BU202606419,SOLE PROPRIETOR,HOSPITAL,2001,BREWERY ROAD,Nairobi,VALID,ACTIVE,2026-12-31
NICE VIEW MEDICAL CENTER (Kwale),PPB/N/1234,BU202605116,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,ROADLUNGALUNGA,Kwale,VALID,ACTIVE,2026-12-31
NIMOLI MEDICAL SERVICES LTD-SUNTON (Nairobi),PPB/N/1007,BU202606420,PRIVATE COMPANY (LIMITED),HOSPITAL,2011,MWIKI- KASARANI,Nairobi,VALID,ACTIVE,2026-12-31
NMC FERTILITY KENYA LIMITED (Nairobi),PPB/N/1057,BU202606705,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,UPPER HILL ROAD,Nairobi,VALID,ACTIVE,2026-12-31
NORTH KINANGOP CATHOLIC HOSPITAL,PPB/N/1515,BU202605288,PRIVATE COMPANY (LIMITED),HOSPITAL,1965,OLKALOU,Nyandarua,VALID,ACTIVE,2026-12-31
NORTHERN SPECIALISTS HOSPITAL LIMITED,PPB/N/1631,BU202601578,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,ADC MARKET,,VALID,ACTIVE,2026-12-31
NORTHGATE HOSPITAL LIMITED (Garissa),PPB/N/641,BU202604460,PARTNERSHIP,HOSPITAL,2013,MARKET STREET,Garissa,VALID,ACTIVE,2026-12-31
NORTHSTAR HOSPITAL LIMITED,PPB/N/1586,BU202605919,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,MUINAMI STREET,Nairobi,VALID,ACTIVE,2026-12-31
NOVAS SPECIALIST HOSPITAL,PPB/N/1261,BU202601566,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,KENO ROAD,Turkana,VALID,ACTIVE,2026-12-31
NURU AMBUSELY MEDICAL LTD PHARMACY (Kajiado),PPB/N/1208,BU202605918,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,AMBOSELI ROAD,Kajiado,VALID,ACTIVE,2026-12-31
NYABONDO CENTRE FOR THE DISABLED  (Kisumu),PPB/N/1227,BU202604391,PRIVATE COMPANY (LIMITED),HOSPITAL,2000,ROADDAOR NYABONDOODNOBAYNYN,Kisumu,VALID,ACTIVE,2026-12-31
NYAKOE DIAGNOSIS AND MEDICAL CENTRE,PPB/N/1589,BU202601705,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,GENERAL HOSPITAL ROAD,,VALID,ACTIVE,2026-12-31
NYALI HEALTHCARE BAMBURI (Mombasa),PPB/N/1037,BU202607243,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,BAMBURI,Mombasa,VALID,ACTIVE,2026-12-31
NYAMAGWA CATHOLIC HEALTH CENTER,PPB/N/1264,BU202607126,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KEUMBU IGARE,Kisii,VALID,ACTIVE,2026-12-31
NYANCHWA ADVENTIST MISSION HOSPITAL (Kisii),PPB/N/1232,BU202604453,PRIVATE COMPANY (LIMITED),HOSPITAL,2004,NYANCHWA,Kisii,VALID,ACTIVE,2026-12-31
NYANGENA HOSPITAL LTD (Kisii),PPB/N/1008,BU202603163,PRIVATE COMPANY (LIMITED),HOSPITAL,2003,KISII-SUNEKA ROAD,Kisii,VALID,ACTIVE,2026-12-31
NYLAHMED HEALTHCARE CENTRE LTD (Nairobi),None,BU202605920,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,,Nairobi,VALID,ACTIVE,2026-12-31
NYUMBANI MEDICAL CENTRE (Meru),PPB/N/874,BU202606210,SOLE PROPRIETOR,HOSPITAL,2016,MAUA -ATHI ROAD,Meru,VALID,ACTIVE,2026-12-31
OAK TREE CENTRE FOR KIDNEY AND CHRONIC DISEASES (Uasin Gishu),PPB/O/318,BU202605699,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,NANDI ROAD HINDU TEMPLE,Uasin Gishu,VALID,ACTIVE,2026-12-31
OAKLAND MEDICAL CENTRE,PPB/O/1094,BU202606848,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KIJABE STREET,Nakuru,VALID,ACTIVE,2026-12-31
OASIS DOCTORS PLAZA (KENYA) LIMITED (Kisii),PPB/O/332,BU202603088,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,KISII TOWN POST OFFICE ROAD,Kisii,VALID,ACTIVE,2026-12-31
OASIS DOCTORS PLAZA KAKAMEGA (Kakamega),PPB/O/364,BU202605697,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KHALISA ROAD 3,Kakamega,VALID,ACTIVE,2026-12-31
Oasis Medical Centre Mtwapa (Kilifi),None,BU202601574,PRIVATE COMPANY (LIMITED),HOSPITAL,,,Kilifi,VALID,ACTIVE,2026-12-31
OASIS MENTAL HEALTH LIMITED- KITISURU (Nairobi),PPB/O/330,BU202606338,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,PEPONI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
OASIS NGONG DOCTORS PLAZA  (Kajiado),PPB/O/1125,BU202607236,PARTNERSHIP,HOSPITAL,2024,FOREST LINE ROAD NGONG KISERIAN,Kajiado,VALID,ACTIVE,2026-12-31
OASIS NTUNYIGI HOSPITAL (Migori),PPB/O/339,BU202601694,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,ISIBANIA-KEHANCHA-NAIROBI ROAD,Migori,VALID,ACTIVE,2026-12-31
OASIS SPECIALIST HOSPITAL -KISII (Kisii),PPB/O/262,BU202606601,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,KISII HOTEL ROAD,Kisii,VALID,ACTIVE,2026-12-31
OASIS SURGICAL CENTRE  LIMITED,PPB/O/1104,BU202602912,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,KILIMANJARO STREET,,VALID,ACTIVE,2026-12-31
OCEAMNIC MEDICAL CENTRE,PPB/O/1058,BU202606139,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,MAYONI BUSIA,Kakamega,VALID,ACTIVE,2026-12-31
OLAABAN FAMILY HOSPITAL LTD,PPB/O/1165,BU202601665,PRIVATE COMPANY (LIMITED),HOSPITAL,2025,PIPELINE AREA OFF NORTH AIRPORT ROAD,,VALID,ACTIVE,2026-12-31
OLJABET MEDICAL AND NURSING LIMITED (Laikipia),PPB/O/326,BU202605516,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,NYAHURURU/NAKURU ROAD,Laikipia,VALID,ACTIVE,2026-12-31
OLLESSOS HILLS MEDICAL CENTRE,PPB/O/1095,BU202603939,SOLE PROPRIETOR,HOSPITAL,2022,"LESSOS ELDORET ROAD,SOSIOT",Nandi,VALID,ACTIVE,2026-12-31
OLYMPUS MEDICAL CENTRE LIMITED (Siaya),PPB/O/357,BU202607890,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,KISUMU BUSIA ROAD,Siaya,VALID,ACTIVE,2026-12-31
OLYMUS HEALTH CARE CENTER LTD,PPB/O/1176,BU202605620,PARTNERSHIP,HOSPITAL,2015,SHIANDA- MALAHA,,VALID,ACTIVE,2026-12-31
ONE HEALTH LIMITED (Nairobi),PPB/O/333,BU202607396,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,ARGWINGS KODHEK ROAD,Nairobi,VALID,ACTIVE,2026-12-31
OPTIMUM CURRENT HEALTHCARE (Nakuru),PPB/O/377,BU202606422,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,STREET MBUGWAKINUTHIASTREET  MBUGWAKINU,Nakuru,VALID,ACTIVE,2026-12-31
ORACLE HEALTHCARE LIMITED (Kericho),PPB/O/342,BU202604292,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,KENYATTA ROAD,Kericho,VALID,ACTIVE,2026-12-31
ORIRA MEDICAL CLINIC,PPB/O/1152,BU202607679,SOLE PROPRIETOR,HOSPITAL,2025,NAMANGA TOWN,,VALID,ACTIVE,2026-12-31
ORTHOFIX ORTHOPAEDIC AND TRAUMA CENTRE LTD PHARMACY,PPB/O/1072,BU202604859,PARTNERSHIP,HOSPITAL,2022,MOMBASA RD,Makueni,VALID,ACTIVE,2026-12-31
ORTUM MISSION HOSPITAL  (West Pokot),PPB/O/380,BU202602240,SOLE PROPRIETOR,HOSPITAL,1999,KAPENGURIA_LODWAR ROAD,West Pokot,VALID,ACTIVE,2026-12-31
OSCAR SPECIALIST HOSPITAL LIMITED,PPB/O/1132,BU202606421,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,NYANCHWA,,VALID,ACTIVE,2026-12-31
OSERIAN HEALTH CENTRE (Nakuru),PPB/O/301,BU202601675,PRIVATE COMPANY (LIMITED),HOSPITAL,2005,MOI SOUTH LAKE ROAD,Nakuru,VALID,ACTIVE,2026-12-31
OUR LADY OF MERCY MISSION HOSPITAL (Nakuru),PPB/O/388,BU202606464,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,ALONG MOI ROAD,Nakuru,VALID,ACTIVE,2026-12-31
OUR LADY OF PEACE MISSION HOSPITAL CHEBUKAKA  (Bungoma),PPB/O/1133,BU202606598,PUBLIC COMPANY,HOSPITAL,2021,CHWELE -KITALE ROAD,Bungoma,VALID,ACTIVE,2026-12-31
OUR LADY OF PERPETUAL SUPPORT FOR PEOPLE LIVING WITH AIDS AND ORPHANS - OLPS (Kisumu),PPB/O/310,BU202607074,PRIVATE COMPANY (LIMITED),HOSPITAL,2005,KIBOS ROAD,Kisumu,VALID,ACTIVE,2026-12-31
OUR LADY STAR OF THE SEA HURUMA HEALTH CENTRE (Nakuru),PPB/O/383,BU202606423,PRIVATE COMPANY (LIMITED),HOSPITAL,2006,NJORO,Nakuru,VALID,ACTIVE,2026-12-31
OUTERING HEALTH SERVICES.,PPB/O/1169,BU202606809,SOLE PROPRIETOR,HOSPITAL,2025,MUMIAS SOUTH ROAD,,VALID,ACTIVE,2026-12-31
OUTSPAN HOSPITAL (Nyeri),PPB/O/79,BU202601570,PUBLIC COMPANY,HOSPITAL,2013,OUTSPAN,Nyeri,VALID,ACTIVE,2026-12-31
P.C.E.A KAYOLE PARISH HEALTH CENTER (Nairobi),PPB/P/1997,BU202606281,PRIVATE COMPANY (LIMITED),HOSPITAL,2011,SPINE ROAD,Nairobi,VALID,ACTIVE,2026-12-31
PAG(K) MISSION HOSPITAL GOIBEI,PPB/P/4943,BU202607398,PARTNERSHIP,HOSPITAL,2024,GOIBEI SEREM,,VALID,ACTIVE,2026-12-31
PALM BEACH HOSPITAL KINANGO,PPB/P/5095,BU202605921,PRIVATE COMPANY (LIMITED),HOSPITAL,2025,KINANGO LUNGA LUNGA ROAD,,VALID,ACTIVE,2026-12-31
PALM BEACH HOSPITAL LIMITED (Kwale),None,BU202601583,PRIVATE COMPANY (LIMITED),HOSPITAL,,,Kwale,VALID,ACTIVE,2026-12-31
PALMCARE SINAI HOSPITAL (Uasin Gishu),PPB/P/2046,BU202602915,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,ITEN ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
PANDYA MEMORIAL HOSPITAL (Mombasa),PPB/P/176,BU202603946,SOLE PROPRIETOR,HOSPITAL,1914,DEDAN KIMATHI AVENUE,Mombasa,VALID,ACTIVE,2026-12-31
PARK VILLE MEDICAL CENTRE,PPB/P/3121,BU202601673,PARTNERSHIP,HOSPITAL,2022,CITY PARK,Nairobi,VALID,ACTIVE,2026-12-31
PARKERRA MEDICAL CLINIC TOIYOT (Baringo),PPB/P/2148,BU202601666,SOLE PROPRIETOR,HOSPITAL,2021,MARIGAT IN,Baringo,VALID,ACTIVE,2026-12-31
PASCAL KIP HEALTH DIAGNOSTICS,PPB/P/2217,BU202606424,SOLE PROPRIETOR,HOSPITAL,2019,OUTERING ROAD,Nairobi,VALID,ACTIVE,2026-12-31
PCEA CHOGORIA MEDICAL CENTRE (Tharaka Nithi),PPB/P/2146,BU202606425,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,CHUKA,Tharaka Nithi,VALID,ACTIVE,2026-12-31
PCEA CHOGORIA MISSION HOSPITAL (Tharaka Nithi),PPB/P/361,BU202605678,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,NRB-MERU RD,Tharaka Nithi,VALID,ACTIVE,2026-12-31
PCEA KIKUYU HOSPITAL (Nairobi),PPB/P/0261C,BU202606457,PRIVATE COMPANY (LIMITED),HOSPITAL,0000,KIKUYU-ALLIANCE ROAD,Kiambu,VALID,ACTIVE,2026-12-31
PCEA ST.TIMOTHY MEDICAL CENTRE LIMITED,PPB/P/4951,BU202605922,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KINCAR AIRWAYS ROAD,,VALID,ACTIVE,2026-12-31
PEARLS AND PSALMS HOSPITAL LIMITED,PPB/P/5006,BU202605923,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,OFF MUMIAS - KAKAMEGA ROAD,,VALID,ACTIVE,2026-12-31
PEMAH NURSING AND MATERNITY HOME (Siaya),PPB/P/2201,BU202605115,SOLE PROPRIETOR,HOSPITAL,2015,SIAYA-RABANGO ROAD,Siaya,VALID,ACTIVE,2026-12-31
PENDA HEALTH LIMITED - EMBAKASI (Nairobi),PPB/P/2005,BU202605924,PRIVATE COMPANY (LIMITED),HOSPITAL,2011,CATHERINE DEREBA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
PENDA HEALTH LIMITED - GITHURAI (Kiambu),PPB/P/2011,BU202605114,PRIVATE COMPANY (LIMITED),HOSPITAL,2011,"CHUMA MBILI,MWIHOKO ROAD",Kiambu,VALID,ACTIVE,2026-12-31
PENDA HEALTH LIMITED - ZIMMERMAN (Nairobi),PPB/P/1996,BU202605926,PRIVATE COMPANY (LIMITED),HOSPITAL,2011,KAMITI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
PENDA HEALTH LIMITED TASSIA (Nairobi),PPB/P/2059,BU202607392,PRIVATE COMPANY (LIMITED),HOSPITAL,2011,TASSIA KWANDEGE,Nairobi,VALID,ACTIVE,2026-12-31
PENDA HEALTH LIMITED-UMOJA 2 (Nairobi),PPB/P/2182,BU202604389,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,KWA CHIEF STAGE,Nairobi,VALID,ACTIVE,2026-12-31
PENDA HEALTH LTD - KANGEMI (Nairobi),PPB/P/525,BU202605113,SOLE PROPRIETOR,HOSPITAL,2011,,Nairobi,VALID,ACTIVE,2026-12-31
PENDA HEALTH LTD -KAHAWA WEST  (Nairobi),PPB/P/2068,BU202605925,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KAHAWA STATION ROAD,Nairobi,VALID,ACTIVE,2026-12-31
PENDA HEALTH LTD-MATHARE NORTH (Nairobi),PPB/P/2151,BU202603111,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,MATHARE NORTH AREA 3,Nairobi,VALID,ACTIVE,2026-12-31
PENDA MEDICAL CENTRE - KASARANI (Nairobi),PPB/P/2196,BU202605927,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,KASARANI,Nairobi,VALID,ACTIVE,2026-12-31
PENDA MEDICAL CENTRE - KIMATHI STREET (Nairobi),PPB/P/2178,BU202603102,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,KIMATHI STREET,Nairobi,VALID,ACTIVE,2026-12-31
PENDA MEDICAL CENTRE - LANG'ATA (Nairobi),PPB/P/2096,BU202603115,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,LANG'ATA SHOPPING CENTRE,Nairobi,VALID,ACTIVE,2026-12-31
PENDA MEDICAL CENTRE - UMOJA 1 (Nairobi),PPB/P/2081,BU202607743,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,UMOJA MARKET,Nairobi,VALID,ACTIVE,2026-12-31
PENDA MEDICAL CENTRE- KAWAGWARE (Nairobi),PPB/P/2184,BU202603116,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,DAGORETTI/RIRUTA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
PENDA MEDICAL CENTRE- UMOJA MOI DRIVE (Nairobi),PPB/P/2060,BU202605928,PRIVATE COMPANY (LIMITED),HOSPITAL,2011,MOI DRIVE,Nairobi,VALID,ACTIVE,2026-12-31
PESI MEDICALS CENTRE-BUSIA (Busia),PPB/P/378,BU202606618,SOLE PROPRIETOR,HOSPITAL,2013,BUSIA-KISUMU ROAD,Busia,VALID,ACTIVE,2026-12-31
PHADAM HOSPITAL COMPANY LIMITED (Nairobi),PPB/P/1908,BU202606426,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,MOI DRIVE,Nairobi,VALID,ACTIVE,2026-12-31
PHADAM HOSPITAL COMPANY LTD-NASRA,PPB/P/2223,BU202601573,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KAYOLE SPINE ROAD,Nairobi,VALID,ACTIVE,2026-12-31
PIPELINE MATERNITY AND NURSING HOME  (Nairobi),PPB/P/2179,BU202606831,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,OFF OUTERING ROAD,Nairobi,VALID,ACTIVE,2026-12-31
PLAINSVIEW NURSING HOME RUIRU (Kiambu),PPB/P/1912,BU202602914,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,THIKA HIGHWAY,Kiambu,VALID,ACTIVE,2026-12-31
PLAY ZURI HEALTH LIMITED,PPB/P/5011,BU202607896,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,GATUNDU ROAD,,VALID,ACTIVE,2026-12-31
PLAZA SPECIALIST HOSPITAL LIMITED (Machakos),PPB/P/2192,BU202601561,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,WOTE ROAD,Machakos,VALID,ACTIVE,2026-12-31
PONA HAVEN HOSPITAL,PPB/P/5042,BU202601668,PARTNERSHIP,HOSPITAL,2024,WOTE- MAKINDU ROAD,,VALID,ACTIVE,2026-12-31
POPE BENEDICT XVI HOSPITAL  (Laikipia),PPB/P/2118,BU202602231,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,NAKURU NYAHURURURU ROAD,Laikipia,VALID,ACTIVE,2026-12-31
POPLAR HOSPITAL LTD (Nairobi),PPB/P/2123,BU202600059,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,CHAMBERS ROAD,Nairobi,VALID,ACTIVE,2026-12-31
PORTICO HEALTHCARE LIMITED - UTAWALA,PPB/P/4924,BU202606427,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,EASTERN BYPASS,,VALID,ACTIVE,2026-12-31
PRECIOUS HOSPITAL LIMITED (Embu),PPB/P/2186,BU202603070,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,KANYUAMBORA ISHIARA ROAD,Embu,VALID,ACTIVE,2026-12-31
PREMIER HOSPITAL LIMITED (Mombasa),PPB/P/1947,BU202604630,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,LINKS ROAD NYALI,Mombasa,VALID,ACTIVE,2026-12-31
PRIMECARE HEALTH CENTRE LIMITED,PPB/P/4905,BU202602627,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,MAGADI ROAD,Kajiado,VALID,ACTIVE,2026-12-31
PRIMEPHARM PHARMACY AND MEDICAL CENTRE -KARATINA (Nyeri),PPB/P/295,BU202605433,PARTNERSHIP,HOSPITAL,2018,KIBAKI,Nyeri,VALID,ACTIVE,2026-12-31
PRIMEXTRA HEALTH LIMITED,PPB/P/4952,BU202605111,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,NAMANGA  ROAD,,VALID,ACTIVE,2026-12-31
PRISTON HEALTHCARE LIMITED (Nakuru),PPB/P/2058,BU202601047,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,KIJABE,Nakuru,VALID,ACTIVE,2026-12-31
PRO-CARE COTTAGE HOSPITAL LIMITED.,PPB/P/4824,BU202605929,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,OLD NAIROBI MURANG'A ROAD,Murang'a,VALID,ACTIVE,2026-12-31
PRODIGY MEDICAL SERVICES,PPB/P/5116,BU202606876,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,4TH NGONG ROAD AVENUE,,VALID,ACTIVE,2026-12-31
PROLIX SOLUTION LIMITED,PPB/P/3123,BU202605785,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,NGUMBA-KENYA BREWERYIST,Nairobi,VALID,ACTIVE,2026-12-31
